"Species href","Species-common","Species-sci","Obs-count","Icon href","is-visuallyHidden 2","Obs-date href","Obs-date","is-visuallyHidden 3","Obs-observer","is-visuallyHidden 4","Obs-location-name","Obs-location-name href","Icon href 4","is-visuallyHidden 5","is-visuallyHidden 6"
"https://ebird.org/species/gnwtea/US-OR-051","Green-winged Teal","Anas crecca","X","[object Object]","Date:","https://ebird.org/checklist/S18919819","22 Feb 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/redhea/US-OR-051","Redhead","Aythya americana","X","[object Object]","Date:","https://ebird.org/checklist/S18919819","22 Feb 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/lessca/US-OR-051","Lesser Scaup","Aythya affinis","X","[object Object]","Date:","https://ebird.org/checklist/S18919819","22 Feb 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/buffle/US-OR-051","Bufflehead","Bucephala albeola","X","[object Object]","Date:","https://ebird.org/checklist/S18919819","22 Feb 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/comgol/US-OR-051","Common Goldeneye","Bucephala clangula","X","[object Object]","Date:","https://ebird.org/checklist/S18919819","22 Feb 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/commer/US-OR-051","Common Merganser","Mergus merganser","10","[object Object]","Date:","https://ebird.org/checklist/S50291167","22 Feb 1975","Observer:","Wink Gross","Location:","Sauvie Island Wildlife Area","","[object Object]","Show details","Details:"
"https://ebird.org/species/glwgul/US-OR-051","Glaucous-winged Gull","Larus glaucescens","X","[object Object]","Date:","https://ebird.org/checklist/S18919819","22 Feb 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/pibgre/US-OR-051","Pied-billed Grebe","Podilymbus podiceps","X","[object Object]","Date:","https://ebird.org/checklist/S50291168","22 Feb 1975","Observer:","Wink Gross","Location:","Sauvie Island-Mult","","","",""
"https://ebird.org/species/wesgre/US-OR-051","Western Grebe","Aechmophorus occidentalis","6","[object Object]","Date:","https://ebird.org/checklist/S50291167","22 Feb 1975","Observer:","Wink Gross","Location:","Sauvie Island Wildlife Area","","[object Object]","Show details","Details:"
"https://ebird.org/species/doccor/US-OR-051","Double-crested Cormorant","Nannopterum auritum","X","[object Object]","Date:","https://ebird.org/checklist/S18919819","22 Feb 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/greegr/US-OR-051","Great Egret","Ardea alba","X","[object Object]","Date:","https://ebird.org/checklist/S18919819","22 Feb 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/marwre/US-OR-051","Marsh Wren","Cistothorus palustris","X","[object Object]","Date:","https://ebird.org/checklist/S18919819","22 Feb 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/amhgul1/US-OR-051","American Herring Gull","Larus smithsonianus","X","[object Object]","Date:","https://ebird.org/checklist/S19606264","3 Feb 1975","Observer:","Tom Crabtree","Location:","Crystal Springs Rhododendron Garden","https://ebird.org/region/L792565?rank=lrec","","",""
"https://ebird.org/species/calgul/US-OR-051","California Gull","Larus californicus","X","[object Object]","Date:","https://ebird.org/checklist/S19606264","3 Feb 1975","Observer:","Tom Crabtree","Location:","Crystal Springs Rhododendron Garden","https://ebird.org/region/L792565?rank=lrec","","",""
"https://ebird.org/species/tunswa/US-OR-051","Tundra Swan","Cygnus columbianus","X","[object Object]","Date:","https://ebird.org/checklist/S44015056","18 Jan 1975","Observer:","Erik Bergman","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/baleag/US-OR-051","Bald Eagle","Haliaeetus leucocephalus","X","[object Object]","Date:","https://ebird.org/checklist/S44015056","18 Jan 1975","Observer:","Erik Bergman","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/eurwig/US-OR-051","Eurasian Wigeon","Mareca penelope","X","[object Object]","Date:","https://ebird.org/checklist/S19606263","9 Dec 1974","Observer:","Tom Crabtree","Location:","Crystal Springs Rhododendron Garden","https://ebird.org/region/L792565?rank=lrec","","",""
"https://ebird.org/species/canvas/US-OR-051","Canvasback","Aythya valisineria","X","[object Object]","Date:","https://ebird.org/checklist/S18919274","9 Dec 1974","Observer:","Tom Crabtree","Location:","Portland","","","",""
"https://ebird.org/species/rinduc/US-OR-051","Ring-necked Duck","Aythya collaris","X","[object Object]","Date:","https://ebird.org/checklist/S19606263","9 Dec 1974","Observer:","Tom Crabtree","Location:","Crystal Springs Rhododendron Garden","https://ebird.org/region/L792565?rank=lrec","","",""
"https://ebird.org/species/pacwre1/US-OR-051","Pacific Wren","Troglodytes pacificus","X","[object Object]","Date:","https://ebird.org/checklist/S41871995","15 Nov 1974","Observer:","Erik Bergman","Location:","Portland","","","",""
"https://ebird.org/species/swathr/US-OR-051","Swainson's Thrush","Catharus ustulatus","X","[object Object]","Date:","https://ebird.org/checklist/S142723950","29 Sep 1974","Observer:","Wink Gross","Location:","Bethwood Village apartment","","[object Object]","Show details","Details:"
"https://ebird.org/species/herthr/US-OR-051","Hermit Thrush","Catharus guttatus","X","[object Object]","Date:","https://ebird.org/checklist/S142723957","26 Sep 1974","Observer:","Wink Gross","Location:","Bethwood Village apartment","","[object Object]","Show details","Details:"
"https://ebird.org/species/grhowl/US-OR-051","Great Horned Owl","Bubo virginianus","X","[object Object]","Date:","https://ebird.org/checklist/S142723939","6 Sep 1974","Observer:","Wink Gross","Location:","Bethwood Village apartment","","[object Object]","Show details","Details:"
"https://ebird.org/species/rebnut/US-OR-051","Red-breasted Nuthatch","Sitta canadensis","1","[object Object]","Date:","https://ebird.org/checklist/S63914756","19 Aug 1974","Observer:","Jim Gaull","Location:","Oregon Zoo","https://ebird.org/region/L588046?rank=lrec","","",""
"https://ebird.org/species/greyel/US-OR-051","Greater Yellowlegs","Tringa melanoleuca","X","[object Object]","Date:","https://ebird.org/checklist/S52133730","1 Aug 1974","Observer:","James Lyons","Location:","Smith and Bybee Lakes Wetlands Natural Area","https://ebird.org/region/L159604?rank=lrec","","",""
"https://ebird.org/species/barswa/US-OR-051","Barn Swallow","Hirundo rustica","X","[object Object]","Date:","https://ebird.org/checklist/S55596927","1 Jul 1974","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/wilfly/US-OR-051","Willow Flycatcher","Empidonax traillii","X","[object Object]","Date:","https://ebird.org/checklist/S142723896","9 Jun 1974","Observer:","Wink Gross","Location:","Bethwood Village apartment","","[object Object]","Show details","Details:"
"https://ebird.org/species/orcwar/US-OR-051","Orange-crowned Warbler","Leiothlypis celata","X","[object Object]","Date:","https://ebird.org/checklist/S142723902","24 Apr 1974","Observer:","Wink Gross","Location:","Bethwood Village apartment","","[object Object]","Show details","Details:"
"https://ebird.org/species/nswowl/US-OR-051","Northern Saw-whet Owl","Aegolius acadicus","1","[object Object]","Date:","https://ebird.org/checklist/S32575149","14 Apr 1974","Observer:","Lee Robinson","Location:","Marine Drive near International Airport","","","",""
"https://ebird.org/species/varthr/US-OR-051","Varied Thrush","Ixoreus naevius","X","[object Object]","Date:","https://ebird.org/checklist/S142723899","2 Mar 1974","Observer:","Wink Gross","Location:","Bethwood Village apartment","","","",""
"https://ebird.org/species/snogoo/US-OR-051","Snow Goose","Anser caerulescens","2","[object Object]","Date:","https://ebird.org/checklist/S9422652","21 Oct 1973","Observer:","Roland Mercer","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/sancra/US-OR-051","Sandhill Crane","Antigone canadensis","2","[object Object]","Date:","https://ebird.org/checklist/S9422652","21 Oct 1973","Observer:","Roland Mercer","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/coohaw/US-OR-051","Cooper's Hawk","Astur cooperii","1","[object Object]","Date:","https://ebird.org/checklist/S9422651","21 Oct 1973","Observer:","Roland Mercer","Location:","Bird Alliance of Oregon Sanctuary (formerly Portland Audubon)","https://ebird.org/region/L285943?rank=lrec","","",""
"https://ebird.org/species/rolhaw/US-OR-051","Rough-legged Hawk","Buteo lagopus","1","[object Object]","Date:","https://ebird.org/checklist/S9422652","21 Oct 1973","Observer:","Roland Mercer","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/pilwoo/US-OR-051","Pileated Woodpecker","Dryocopus pileatus","X","[object Object]","Date:","https://ebird.org/checklist/S4154166","14 Jul 1973","Observer:","Steve Bennett","Location:","Bird Alliance of Oregon Sanctuary (formerly Portland Audubon)","https://ebird.org/region/L285943?rank=lrec","","",""
"https://ebird.org/species/calqua/US-OR-051","California Quail","Callipepla californica","X","[object Object]","Date:","https://ebird.org/checklist/S4154164","12 Jul 1973","Observer:","Steve Bennett","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/caster1/US-OR-051","Caspian Tern","Hydroprogne caspia","X","[object Object]","Date:","https://ebird.org/checklist/S4154164","12 Jul 1973","Observer:","Steve Bennett","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/lesgol/US-OR-051","Lesser Goldfinch","Spinus psaltria","X","[object Object]","Date:","https://ebird.org/checklist/S18919287","25 Jun 1972","Observer:","Tom Crabtree","Location:","Portland","","","",""
"https://ebird.org/species/amedip/US-OR-051","American Dipper","Cinclus mexicanus","2","[object Object]","Date:","https://ebird.org/checklist/S66116924","14 Apr 1972","Observer:","Ron Hess","Location:","Multnomah Falls","https://ebird.org/region/L588062?rank=lrec","","",""
"https://ebird.org/species/norsho/US-OR-051","Northern Shoveler","Spatula clypeata","1","[object Object]","Date:","https://ebird.org/checklist/S42515415","7 Jan 1972","Observer:","Chi Melville","Location:","Portland","","","",""
"https://ebird.org/species/olsfly/US-OR-051","Olive-sided Flycatcher","Contopus cooperi","X","[object Object]","Date:","https://ebird.org/checklist/S14354390","19 May 1970","Observer:","Val Kitchens","Location:","Bird Alliance of Oregon Sanctuary (formerly Portland Audubon)","https://ebird.org/region/L285943?rank=lrec","","",""
"https://ebird.org/species/chbchi/US-OR-051","Chestnut-backed Chickadee","Poecile rufescens","X","[object Object]","Date:","https://ebird.org/checklist/S14354390","19 May 1970","Observer:","Val Kitchens","Location:","Bird Alliance of Oregon Sanctuary (formerly Portland Audubon)","https://ebird.org/region/L285943?rank=lrec","","",""
"https://ebird.org/species/btywar/US-OR-051","Black-throated Gray Warbler","Setophaga nigrescens","X","[object Object]","Date:","https://ebird.org/checklist/S14354390","19 May 1970","Observer:","Val Kitchens","Location:","Bird Alliance of Oregon Sanctuary (formerly Portland Audubon)","https://ebird.org/region/L285943?rank=lrec","","",""
"https://ebird.org/species/wlswar/US-OR-051","Wilson's Warbler","Cardellina pusilla","X","[object Object]","Date:","https://ebird.org/checklist/S14354390","19 May 1970","Observer:","Val Kitchens","Location:","Bird Alliance of Oregon Sanctuary (formerly Portland Audubon)","https://ebird.org/region/L285943?rank=lrec","","",""
"https://ebird.org/species/westan/US-OR-051","Western Tanager","Piranga ludoviciana","X","[object Object]","Date:","https://ebird.org/checklist/S14354390","19 May 1970","Observer:","Val Kitchens","Location:","Bird Alliance of Oregon Sanctuary (formerly Portland Audubon)","https://ebird.org/region/L285943?rank=lrec","","",""
"https://ebird.org/species/brambl/US-OR-051","Brambling","Fringilla montifringilla","1","[object Object]","Date:","https://ebird.org/checklist/S96624935","1 Mar 1968","Observer:","Oregon Bird Records Committee OBRC","Location:","Portland","","[object Object]","Show details","Details:"
"https://ebird.org/species/batpig1/US-OR-051","Band-tailed Pigeon","Patagioenas fasciata","X","[object Object]","Date:","https://ebird.org/checklist/S44651776","9 Jun 1967","Observer:","Nicholas Dean Ratcliff","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/houwre/US-OR-051","Northern House Wren","Troglodytes aedon","X","[object Object]","Date:","https://ebird.org/checklist/S139541210","1 May 1965","Observer:","Craig Bennett","Location:","House on 47th","","","",""
"https://ebird.org/species/cedwax/US-OR-051","Cedar Waxwing","Bombycilla cedrorum","X","[object Object]","Date:","https://ebird.org/checklist/S139541210","1 May 1965","Observer:","Craig Bennett","Location:","House on 47th","","","",""
"https://ebird.org/species/moudov/US-OR-051","Mourning Dove","Zenaida macroura","3","[object Object]","Date:","https://ebird.org/checklist/S25160559","11 Apr 1960","Observer:","Mike Judd","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/belkin1/US-OR-051","Belted Kingfisher","Megaceryle alcyon","1","[object Object]","Date:","https://ebird.org/checklist/S25160559","11 Apr 1960","Observer:","Mike Judd","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/amekes/US-OR-051","American Kestrel","Falco sparverius","1","[object Object]","Date:","https://ebird.org/checklist/S25160559","11 Apr 1960","Observer:","Mike Judd","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/rocpig/US-OR-051","Rock Pigeon","Columba livia","X","[object Object]","Date:","https://ebird.org/checklist/S54043670","1 Jul 1958","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/stejay/US-OR-051","Steller's Jay","Cyanocitta stelleri","3","[object Object]","Date:","https://ebird.org/checklist/S25160554","11 Apr 1955","Observer:","Mike Judd","Location:","6118 SW 46th Ave Portland","","","",""
"https://ebird.org/species/bushti/US-OR-051","Bushtit","Psaltriparus minimus","X","[object Object]","Date:","https://ebird.org/checklist/S37862487","26 May 1935","Observer:","Arthur C. Bent Data","Location:","Portland","","[object Object]","Show details","Details:"
"https://ebird.org/species/cangoo/US-OR-051","Canada Goose","Branta canadensis","1","[object Object]","Date:","https://ebird.org/checklist/S102333140","21 Feb 1935","Observer:","UWGB Richter Museum Collection","Location:","Columbia River Bottoms","","[object Object]","Show details","Details:"
"https://ebird.org/species/reevir1/US-OR-051","Red-eyed Vireo","Vireo olivaceus","1","[object Object]","Date:","https://ebird.org/checklist/S119068279","3 Sep 1924","Observer:","Stanley Jewett","Location:","582 Bidwell - Jewett Home","","[object Object]","Show details","Details:"
"https://ebird.org/species/weskin/US-OR-051","Western Kingbird","Tyrannus verticalis","X","[object Object]","Date:","https://ebird.org/checklist/S119674905","4 May 1924","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/yelwar1/US-OR-051","Northern Yellow Warbler","Setophaga aestiva","X","[object Object]","Date:","https://ebird.org/checklist/S119674905","4 May 1924","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/vigswa/US-OR-051","Violet-green Swallow","Tachycineta thalassina","1","[object Object]","Date:","https://ebird.org/checklist/S119375857","21 Mar 1924","Observer:","Stanley Jewett","Location:","Crown Point SP--Vista House","https://ebird.org/region/L1281843?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/gockin/US-OR-051","Golden-crowned Kinglet","Regulus satrapa","1","[object Object]","Date:","https://ebird.org/checklist/S119375709","6 Jan 1924","Observer:","Stanley Jewett","Location:","Hall's Ranch","","","",""
"https://ebird.org/species/bewwre/US-OR-051","Bewick's Wren","Thryomanes bewickii","X","[object Object]","Date:","https://ebird.org/checklist/S119375709","6 Jan 1924","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/daejun/US-OR-051","Dark-eyed Junco","Junco hyemalis","X","[object Object]","Date:","https://ebird.org/checklist/S119375709","6 Jan 1924","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/purfin/US-OR-051","Purple Finch","Haemorhous purpureus","1","[object Object]","Date:","https://ebird.org/checklist/S119375605","5 Jan 1924","Observer:","Stanley Jewett","Location:","582 Bidwell - Jewett Home","","","",""
"https://ebird.org/species/yebcuc/US-OR-051","Yellow-billed Cuckoo","Coccyzus americanus","1","[object Object]","Date:","https://ebird.org/checklist/S119375561","1 Jul 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/vauswi/US-OR-051","Vaux's Swift","Chaetura vauxi","X","[object Object]","Date:","https://ebird.org/checklist/S119375561","1 Jul 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","","",""
"https://ebird.org/species/lewwoo/US-OR-051","Lewis's Woodpecker","Melanerpes lewis","X","[object Object]","Date:","https://ebird.org/checklist/S119375561","1 Jul 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/cliswa/US-OR-051","Cliff Swallow","Petrochelidon pyrrhonota","X","[object Object]","Date:","https://ebird.org/checklist/S119375561","1 Jul 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","","",""
"https://ebird.org/species/wesblu/US-OR-051","Western Bluebird","Sialia mexicana","X","[object Object]","Date:","https://ebird.org/checklist/S119375561","1 Jul 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/bulori/US-OR-051","Bullock's Oriole","Icterus bullockii","X","[object Object]","Date:","https://ebird.org/checklist/S119375561","1 Jul 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","","",""
"https://ebird.org/species/comyel/US-OR-051","Common Yellowthroat","Geothlypis trichas","X","[object Object]","Date:","https://ebird.org/checklist/S119375561","1 Jul 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","","",""
"https://ebird.org/species/bkhgro/US-OR-051","Black-headed Grosbeak","Pheucticus melanocephalus","X","[object Object]","Date:","https://ebird.org/checklist/S119375561","1 Jul 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","","",""
"https://ebird.org/species/wooduc/US-OR-051","Wood Duck","Aix sponsa","8","[object Object]","Date:","https://ebird.org/checklist/S119375138","1 Apr 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/norpin/US-OR-051","Northern Pintail","Anas acuta","X","[object Object]","Date:","https://ebird.org/checklist/S119375138","1 Apr 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/rufhum/US-OR-051","Rufous Hummingbird","Selasphorus rufus","X","[object Object]","Date:","https://ebird.org/checklist/S119375138","1 Apr 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/ruckin/US-OR-051","Ruby-crowned Kinglet","Corthylio calendula","1","[object Object]","Date:","https://ebird.org/checklist/S119375138","1 Apr 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/whbnut/US-OR-051","White-breasted Nuthatch","Sitta carolinensis","2","[object Object]","Date:","https://ebird.org/checklist/S119375138","1 Apr 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/pinsis/US-OR-051","Pine Siskin","Spinus pinus","3","[object Object]","Date:","https://ebird.org/checklist/S119375138","1 Apr 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","","",""
"https://ebird.org/species/gocspa/US-OR-051","Golden-crowned Sparrow","Zonotrichia atricapilla","X","[object Object]","Date:","https://ebird.org/checklist/S119375138","1 Apr 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/vesspa/US-OR-051","Vesper Sparrow","Pooecetes gramineus","X","[object Object]","Date:","https://ebird.org/checklist/S119375138","1 Apr 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/savspa/US-OR-051","Savannah Sparrow","Passerculus sandwichensis","X","[object Object]","Date:","https://ebird.org/checklist/S119375138","1 Apr 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/yerwar/US-OR-051","Yellow-rumped Warbler","Setophaga coronata","X","[object Object]","Date:","https://ebird.org/checklist/S119375138","1 Apr 1923","Observer:","Stanley Jewett","Location:","Hall's Ranch","","[object Object]","Show details","Details:"
"https://ebird.org/species/gadwal/US-OR-051","Gadwall","Mareca strepera","X","[object Object]","Date:","https://ebird.org/checklist/S176848258","5 Feb 1916","Observer:","Stanley Jewett","Location:","Reed Lake","https://ebird.org/region/L979378?rank=lrec","","",""
"https://ebird.org/species/perfal/US-OR-051","Peregrine Falcon","Falco peregrinus","1","[object Object]","Date:","https://ebird.org/checklist/S176847452","3 Feb 1916","Observer:","Stanley Jewett","Location:","Oaks Bottom Wildlife Refuge","https://ebird.org/region/L453974?rank=lrec","","",""
"https://ebird.org/species/horlar/US-OR-051","Horned Lark","Eremophila alpestris","6","[object Object]","Date:","https://ebird.org/checklist/S176847452","3 Feb 1916","Observer:","Stanley Jewett","Location:","Oaks Bottom Wildlife Refuge","https://ebird.org/region/L453974?rank=lrec","","",""
"https://ebird.org/species/evegro/US-OR-051","Evening Grosbeak","Hesperiphona vespertina","1","[object Object]","Date:","https://ebird.org/checklist/S176847452","3 Feb 1916","Observer:","Stanley Jewett","Location:","Oaks Bottom Wildlife Refuge","https://ebird.org/region/L453974?rank=lrec","","",""
"https://ebird.org/species/foxspa/US-OR-051","Fox Sparrow","Passerella iliaca","X","[object Object]","Date:","https://ebird.org/checklist/S176847452","3 Feb 1916","Observer:","Stanley Jewett","Location:","Oaks Bottom Wildlife Refuge","https://ebird.org/region/L453974?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/rudduc/US-OR-051","Ruddy Duck","Oxyura jamaicensis","1","[object Object]","Date:","https://ebird.org/checklist/S123168848","2 May 1908","Observer:","Georgia College","Location:","PORTLAND, WILLAMETTE RIVER","","","",""
"https://ebird.org/species/norhar2/US-OR-051","Northern Harrier","Circus hudsonius","X","[object Object]","Date:","https://ebird.org/checklist/S55637543","28 May 1905","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/houfin/US-OR-051","House Finch","Haemorhous mexicanus","X","[object Object]","Date:","https://ebird.org/checklist/S55596913","28 May 1905","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/bnhcow/US-OR-051","Brown-headed Cowbird","Molothrus ater","X","[object Object]","Date:","https://ebird.org/checklist/S55596913","28 May 1905","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/rethaw/US-OR-051","Red-tailed Hawk","Buteo jamaicensis","X","[object Object]","Date:","https://ebird.org/checklist/S55637549","27 May 1905","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/cowscj1/US-OR-051","California Scrub-Jay","Aphelocoma californica","X","[object Object]","Date:","https://ebird.org/checklist/S55606684","27 May 1905","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/eursta/US-OR-051","European Starling","Sturnus vulgaris","X","[object Object]","Date:","https://ebird.org/checklist/S55606684","27 May 1905","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/brebla/US-OR-051","Brewer's Blackbird","Euphagus cyanocephalus","X","[object Object]","Date:","https://ebird.org/checklist/S55606684","27 May 1905","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/amegfi/US-OR-051","American Goldfinch","Spinus tristis","X","[object Object]","Date:","https://ebird.org/checklist/S55596922","26 May 1905","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/rewbla/US-OR-051","Red-winged Blackbird","Agelaius phoeniceus","X","[object Object]","Date:","https://ebird.org/checklist/S55596916","15 May 1905","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/houspa/US-OR-051","House Sparrow","Passer domesticus","X","[object Object]","Date:","https://ebird.org/checklist/S55596923","13 May 1905","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/amecro/US-OR-051","American Crow","Corvus brachyrhynchos","X","[object Object]","Date:","https://ebird.org/checklist/S55596925","12 May 1905","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/amerob/US-OR-051","American Robin","Turdus migratorius","X","[object Object]","Date:","https://ebird.org/checklist/S55596935","11 May 1905","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/amewig/US-OR-051","American Wigeon","Mareca americana","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/mallar3/US-OR-051","Mallard","Anas platyrhynchos","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/rufgro/US-OR-051","Ruffed Grouse","Bonasa umbellus","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/rinphe1/US-OR-051","Ring-necked Pheasant","Phasianus colchicus","1","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/killde/US-OR-051","Killdeer","Charadrius vociferus","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/wilsni1/US-OR-051","Wilson's Snipe","Gallinago delicata","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/leasan/US-OR-051","Least Sandpiper","Calidris minutilla","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/grbher3/US-OR-051","Great Blue Heron","Ardea herodias","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/turvul/US-OR-051","Turkey Vulture","Cathartes aura","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/shshaw/US-OR-051","Sharp-shinned Hawk","Accipiter striatus","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
